Item_desp,pay_num,category
"Disinfection Benoni, Westrand, Sedibeng, Prov Office",142750,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection De Aar Office,4074,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection Free State Province buildings and vehicles,37637,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection George D/O,14990,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
"Disinfection Mmabatho, Rustenburg, Mabopane, Klerksdorp and Vryburg",35777,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection of Cooporate and finance offices,93150,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection of Emgwenya Offices,125525,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection of Entokozweni Offices,434700,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection of Mayors Office and Toilets,136500,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection of municipal offices,147000,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
DISINFECTION OF OFFICE,9695,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
DISINFECTION OF OFFICE - PIKETBERG,3381,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
DISINFECTION OF OFFICE - PORTERVILLE,3381,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection of public Serving Offices,2224334,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Disinfection Piketberg Offices,27885,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
"Disinfection Prov Office, Metro 1 and 2",22897,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fogging  Bisho Office,3848,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fogging and disinfecting GGB building,8800,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fogging and disinfecting of Alexandra township,3949167,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fogging and disinfecting of KZN Provincial Office,7200,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fogging Kokstad Office,4851,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fumigation and sanitizing of 7 mobile containers 132 m2,0,Other fumigation/disinfecting/decontamination/sanitizing/fogging
fumigation and sanitizing of workers area 20 m2,0,Other fumigation/disinfecting/decontamination/sanitizing/fogging
FUMIGATION AT VAALDAM SINGLE QUARTERS,0,Other fumigation/disinfecting/decontamination/sanitizing/fogging
Funnel,14,Funnel
Funnel for Sanitizer,103,Funnel for Sanitizer
Furmigating Offices(Koppies and Heilbron),0,Furmigating Offices(Koppies and Heilbron)
Furmigating Offices(Parys),0,Furmigating Offices(Parys)
Furmigation Chemical 25L,0,Furmigation Chemical 25L
FURNACE HEAVY FURNACE OIL,3687875,FURNACE HEAVY FURNACE OIL
GARAGE ROLL: SCOTT SNOW SOFT,930,GARAGE ROLL: SCOTT SNOW SOFT
"Gas cylinder trolly, for 300 mm diameter cylinder",0,"Gas cylinder trolly, for 300 mm diameter cylinder"
GAS REFILLING SYSTEM,18139,GAS REFILLING SYSTEM
"GAS,MEDICAL",1893630,"GAS,MEDICAL"
"GAS,MEDICAL (COVID-19)",2964076,"GAS,MEDICAL (COVID-19)"
Fogging PE Office and one vechile,2277,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fogging the office,42372,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Gel sanitizer,0,Gel sanitizer
"GEL,PROTECTIVE SKIN CARE",0,"GEL,PROTECTIVE SKIN CARE"
Generator requ ventilator 42272220-00004,0,Generator requ ventilator 42272220-00004
Fogging various office in Free State for 8 months,220800,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
GENERIC CLOTH NON WOVEN BLUE 600MMX300MM,4360,GENERIC CLOTH NON WOVEN BLUE 600MMX300MM
Fogging various office in Mpumalanga,7675,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
FUMIGATION,183620,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
GESIGSKERM 1000X750,1950,GESIGSKERM 1000X750
GESIGSKERM 680X750,1320,GESIGSKERM 680X750
GEWONE MINCE BULK,6747,GEWONE MINCE BULK
GLIDESCOPE GO MONITOR KIT,0,GLIDESCOPE GO MONITOR KIT
GLIDESCOPE TITANIUM,0,GLIDESCOPE TITANIUM
Glove exam high risk type 1 large p/free,0,Glove exam high risk type 1 large p/free
Glove exam high risk type 1 med p/free,0,Glove exam high risk type 1 med p/free
Glove exam high risk type 1 small p/free,0,Glove exam high risk type 1 small p/free
Glove exam NRL non-sterile large,0,Glove exam NRL non-sterile large
Glove exam NRL non-sterile medium,0,Glove exam NRL non-sterile medium
Glove exam NRL non-sterile small,0,Glove exam NRL non-sterile small
Glove exam p/free non-sterile large,0,Glove exam p/free non-sterile large
Glove exam p/free non-sterile medium,0,Glove exam p/free non-sterile medium
Glove exam t/1 latex large ambidextrous,0,Glove exam t/1 latex large ambidextrous
Glove exam t/1 latex medium ambidextrous,0,Glove exam t/1 latex medium ambidextrous
Glove exam type 1 large powder free,0,Glove exam type 1 large powder free
Glove exam type 1 medium powder free,0,Glove exam type 1 medium powder free
Glove exam type 1 small powder free,0,Glove exam type 1 small powder free
Glove exam type 1 x-large powder free,0,Glove exam type 1 x-large powder free
Glove exam type 2 large powder free,0,Glove exam type 2 large powder free
Glove exam type 2 medium powder free,0,Glove exam type 2 medium powder free
Glove exam type 2 small powder free,0,Glove exam type 2 small powder free
Glove exam type 2 x-large powder free,0,Glove exam type 2 x-large powder free
Glove examinat dental small powder free,0,Glove examinat dental small powder free
Glove examination large Supra Healthcare,0,Glove examination large Supra Healthcare
Glove examination medium SupraHealthcare,0,Glove examination medium SupraHealthcare
Glove examination small Supra Healthcare,0,Glove examination small Supra Healthcare
Glove examination type 1 sterile large,0,Glove examination type 1 sterile large
Glove examination type 1 sterile medium,0,Glove examination type 1 sterile medium
Glove examination type 1 sterile small,0,Glove examination type 1 sterile small
Glove examination type 1sterile x-large,0,Glove examination type 1sterile x-large
Glove examination type 2 sterile large,0,Glove examination type 2 sterile large
Glove examination type 2 sterile medium,0,Glove examination type 2 sterile medium
Glove examination type 2 sterile small,0,Glove examination type 2 sterile small
GLOVE SUPER LATEX 59 YSP 25 MEDIUM 25 LARGE,0,GLOVE SUPER LATEX 59 YSP 25 MEDIUM 25 LARGE
Glove surg type 2 marked L/R size 6 5,0,Glove surg type 2 marked L/R size 6 5
Glove surg type 2 marked L/R size: 7,0,Glove surg type 2 marked L/R size: 7
Glove surg type 2 marked L/R size: 7 5,0,Glove surg type 2 marked L/R size: 7 5
Glove surg type 2 marked L/R size: 8,0,Glove surg type 2 marked L/R size: 8
Glove surg type 2 marked L/R size: 8 5,0,Glove surg type 2 marked L/R size: 8 5
Glove surgical size: 8 Evergreen Latex,0,Glove surgical size: 8 Evergreen Latex
Glove surgical type 1 sterile size: 6 5,0,Glove surgical type 1 sterile size: 6 5
Glove surgical type 1 sterile size: 8,0,Glove surgical type 1 sterile size: 8
Glove surgical type 1 sterile size: 8 5,0,Glove surgical type 1 sterile size: 8 5
Glove surgical type 1sterile size: 7 5,0,Glove surgical type 1sterile size: 7 5
FUMIGATION AND DISINFECTION OF MUNICIPAL OFFICES AS PER SPECIFICATION,395715,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fumigation and Sanitising De Aar Office,2430,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fumigation and Sanitising Limpopo,23710,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
fumigation and sanitising of guardroom 9 m2,540,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
fumigation and sanitizing of restrooms 10m2,600,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
FUMIGATION IN HALLS AND MAIN BUILDING,29288,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
FUMIGATION IN LICENSING VEREENIGING DUE TO COVID CASE,25350,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fumigation of municipal office,2760040,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
FUMIGATION SERVICES,5907002,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Fumigationof a vehicle,250,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Office decontamination,2425,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Office Sanitization,410700,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Sanitising  offices and vehicles EC,52066,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Sanitising  offices and vehicles NC,48995,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Sanitising  offices Empangeni& Mhuze (KZN),16388,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
"Sanitising  offices Ethekweni, Ugu & Ilembe( KZN)",25416,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Sanitising  offices Ixopo and Pietermaritzburg( KZN),13734,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Sanitising  offices Limpopo,27083,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
"Sanitising  offices Umzinyahti,Uthukela, Amajuba & Zululand( KZN)",5600,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Gloves,264538,gloves
Service Disinfecting and Fogging,14163,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Germiston M/C(President Str) 154084-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,239917,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Heidelberg M/C-154067-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,60896,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
GLOVES 100 IN A BOX                    SANITISER 5L 70%,1522,GLOVES 100 IN A BOX                    SANITISER 5L 70%
Hillbrow M/C-154976-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,12110,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Jeppe M/C--Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,106191,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
JHB  M/C-154238-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,96876,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
JHB Family Court-154057-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,111780,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
JHB M/C 154238--Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,96876,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
JHB M/C 154960--Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,96876,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Kagiso  M/C-154050-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,65205,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Kempton Park M/C-154225-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,70794,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Kliptown M/C 154054-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,12110,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Kliptown M/C-154959--Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,12110,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Krugersdorp M/C-154021-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,93150,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Kwa-Thema M/C-154041-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,5161,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Labour New Centre M/C-154064-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,186542,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Lenasia M/C-154056-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,13041,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Meadowlands M/C-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,55890,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Meyerton M/C-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,52164,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Midrand  M/C-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,9315,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
NDPW-Regional Office- 154051- Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,122027,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
NDPW-Regional Office-156153- Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,122027,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
NDPW-Regional Office(Vehicles)Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,149,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Nigel M/C-154234-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,59616,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Oberholzer M/C-1154017-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,54027,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
OrlandoPeriodic Court-154061-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,5750,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Palm RidgeM/C-154073-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,413586,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
PPE022 Sanitising of equipment,4076108,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
PPE022 Sanitising of vehicle,693,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Protea  M/C-154062--Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,83835,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Randfontein M/C-154015-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,59616,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Regional Office of Chief Justice -Cleaning & Decontamination of bacteria and viruses to all suspected source of infection,65205,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Roodepoort M/C-154016-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,104328,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
SANITIZE DELFT SOUTH PS - ADM132,1350,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
SANITIZE ELSBURY PS - ADM121,1998,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
SANITIZE GATEWAY PS - ADM130,1978,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Schreiner Chamber M/C-154340-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,71688,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Sophiatown  M/C-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,78246,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
South Gauteng High  M/C-154053-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,279450,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
South Gauteng High  M/C-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,279450,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Tembisa M/C -154228-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,106191,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Tsakane M/C-154233-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,29808,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Vanderbijl Park M/C-154069-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,98739,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
Vereeniging M/C-154173-Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,166664,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
