Supplier_name,CSD_Registration_No,pay_num,No_of_orders,order_num,Count_of_institutions_serviced,Director
ARNISTON SEASIDE COTTAGES,MAAA0695741,3019770,10,1967070,10,HAARBURGER ROBERT IVAN
ARNOGEM TRADING AND PROJECTS,MAAA0027385,3200,1,3200,1,MAKHUBELA GEMBA ARNOLD
ARQUE SUPPLIES,MAAA0857804,77609.5,4,77609.5,4,BLOUW MAWANDA
ARRABON TRADING,MAAA0003390,325582.92,3,325582.92,3,MULLER Stephanus Jacobus
ARRAY TECHNOLOGIES,MAAA0907189,0,1,0,1,THOKOANE CECIL PETER MAROLE
ARTHURSTONE INVESTMENT,MAAA0539536,6600,2,6600,2,DIMBAZA ANATHI BATHANDWA
ARTI VOLT S A,MAAA0041086,4013.5,2,4013.5,2,GAMBA SARAH JOHANNA
ARUZASYS,MAAA0262160,674256.79,1,674256.79,1,AH HING VALIANT LOUW
ARUZASYS,MAAA0262160,674256.79,1,674256.79,1,GERMISHUIZEN Jacques
ARUZASYS,MAAA0262160,674256.79,1,674256.79,1,OHAGAN STEPHEN JAMES
ASALENS PRODUCTION AND PROJECTS,MAAA0688797,67500,1,67500,1,BOOTH ASANDA BULELWA
ASALENS PRODUCTION AND PROJECTS,MAAA0688797,67500,1,67500,1,NDLONDLO LIYABONA LONA
ASANDA KHAIRA CONSULTING,MAAA0401513,101745,2,112245,2,RADEBE HLUBELIHLE
ASANTE DINOKO,MAAA0166363,0,7,0,7,MOJELA MANASE EPHRAIM
ASANTE DINOKO,MAAA0166363,0,7,0,7,SEKHULA MAHLATSE MAPULA
ASATICO CIVIL AND CONSTRUCTION,MAAA0126849,2484000,1,2484000,1,KEEVY BENNIE
ASATICO CIVIL AND CONSTRUCTION,MAAA0126849,2484000,1,2484000,1,NELSON CHESLIN PHILLIP
ASATICO CIVIL AND CONSTRUCTION,MAAA0126849,2484000,1,2484000,1,NELSON SOPHIA ELLEN
ASB TRANSPORT AND OTHER PROJECTS,MAAA0532558,17500,1,17500,1,BOIKANYO ABBEY SELLO
ASCOGN MEDICARE,MAAA0419156,0,3,31113.75,3,SONGCA NANGAMSO
ASEMHLE TRADING,MAAA0100083,54150,7,54150,7,BUTHELEZI NOBAYENI CECILIA
ASHRU MEDICAL,MAAA0540203,0,13,75418,13,NAIDOO RUBENDREN
ASHRU MEDICAL,MAAA0540203,0,13,75418,13,NAIDOO SARATHAMBAL
ASHURA GROUP,MAAA0837052,158062.8,1,424900,1,TSHIDZUMBA KHUTHADZO
ASHVIN SUPPLIES AND PROJECTS,MAAA0285377,0,2,136000,2,SAMBO BIZO ASHLEY
ASIBENI NYANDA ENTERPRISE,MAAA0797881,14729.96,1,14729.96,1,MASILELA NHLANHLA LINAH
ASIBENI NYANDA ENTERPRISE,MAAA0797881,14729.96,1,14729.96,1,MATHIBELA THOKO ROSE
ASIBENI NYANDA ENTERPRISE,MAAA0797881,14729.96,1,14729.96,1,NARE MATSHWANYEGO FRANS
ASIBHUKULE TRADING ENTERPRISE,MAAA0521295,500000,2,0,2,SITHOLE MUSA CHRISTOPHER
ASIJIKI SOUNDBYTES,MAAA0861027,744000,1,744000,1,SOLANI DONALD JOSEPH FUNGILE
ASIKHONONDI TRADING AND PROJECTS,MAAA0083625,22100,1,50000,1,LEKHOASA LULAMA SWEETNESS
ASIKI,MAAA0881944,50000,1,50000,1,MAKGOPELA EUNICE MOSELANTJA
ASIKULIBALI TRADING AND PROJECTS,MAAA0316815,-647208,2,-647208,2,MANYAGA ROFHIWA PERCY
ASIPHETEBZA PROJECTS,MAAA0856853,2760000,10,2760000,10,MAROBA SANDILE TEBOHO
ASIPHUMEZE TRADING,MAAA0000730,2844842.24,78,8768619.91,78,MRWETYANA SIYABULELA
ASIZIPHANGA HOLDINGS,MAAA0683233,0,1,0,1,MASHININI NOMTHANDAZO HAPPINESS
ASK NTEBO PROJECTS AND SERVICES,MAAA0700385,26760,3,26760,3,TSHOKOLO NTEBOGANG
ASNN HOLDINGS,MAAA0822384,6531.15,15,6749.9,15,KEKANA ABDUL SALIM
ASPIMO PROJETCS,MAAA0054206,758000,1,758000,1,LELAKA FRANS TSHEPO
ASPIMO PROJETCS,MAAA0054206,758000,1,758000,1,LELAKA PHUTI OLIVER
ASPIMO PROJETCS,MAAA0054206,758000,1,758000,1,LELAKA TSHEPO FRANS
ASSAGY ENVIRONMENTAL,MAAA0342018,0,7,747.5,7,MOODLEY HELASHINI
ASSAGY ENVIRONMENTAL,MAAA0342018,0,7,747.5,7,MOODLEY SESHAN
ASSEGAI HEALTHCARE,MAAA0084186,3588,2,3588,2,GOPAL BARSHKARAN
ASSEGAI HEALTHCARE,MAAA0084186,3588,2,3588,2,MARIE KISTAMMA
ASSEGAI HEALTHCARE,MAAA0084186,3588,2,3588,2,MARIE SRIRAMAN
ASSEGAI HEALTHCARE,MAAA0084186,3588,2,3588,2,RAMPAUL JERENE SPIRAMAN
ASSETRACK TECHNOLOGIES AFRICA,MAAA0580424,4800050.3,2,4800100,2,NGWENYA MONGAMELI MARK
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,BEZUIDENHOUT BRIAN
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,KLUYTS LUANNE
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,MDE LINDELWA GLORIA
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,MGODUKA NTELILE PALESA ROSE
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,PAULSON William Andrew
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,RUNELI ZOLANI CHRISTOPHER
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,SLABBERT STANFORD MARCUS
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,SMITH AVRIL HILDA
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,SMITH NOEL GORDON
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,VAN NIEKERK GARTH MALCOLM
Association for the Physically Disabled: Eastern Cape-Port Elizabeth Region,MAAA0061614,0,1,10500,1,WILLIS SELWYN ESMOND
ASSUR DEVELOPERS,MAAA0589528,338660,3,338660,3,ASSUR GAYNOR
AST AFRICA TRADING 368,MAAA0315336,488491.62,5,493663.57,5,COETZEE JOHANNES DIRK ALBERTUS
AST AFRICA TRADING 368,MAAA0315336,488491.62,5,493663.57,5,MOLLER DESMOND TREVOR
AST AFRICA TRADING 368,MAAA0315336,488491.62,5,493663.57,5,SCHOLTZ MICHIEL JOHANNES
AT SCENTS,MAAA0822870,15000,1,15000,1,LEEUW THABANG MABEL
ATAONTHA,MAAA0929363,0,1,32500,1,MOKOPANELE MERAPELO SAMUEL
ATAROMARK,MAAA0781360,212500,1,212500,1,MAVUSO BUTIKI PATRICK
ATAROMARK,MAAA0781360,212500,1,212500,1,RANTCHA KAMOHELO
ATCOGUARD,MAAA0765666,1802700,45,1802700,45,SILEVU KUHLE LULTHO
ATHANDOKUHLE TRADING,MAAA0882260,41800,4,41800,4,HLOPHE SIHLE
ATHINDURA TRADING,MAAA0101831,7533948.35,3,9398621.87,3,MPITI QIQA TEMBELANI
ATIRILO TRADING,MAAA0353539,390000,4,810000,4,HLONGWANE ATIRILO LYDIA
ATLANTIC CONVERSIONS,MAAA0902801,6492635.5,4,1214192,4,KILLASSY DESMOND TREVOR
ATLANTIC PEST AND HYGIENE SOLUTIONS,MAAA0169889,116153.93,41,71266.57,41,DAVIDS THOMAS JEFFREY
ATLANTIC PEST AND HYGIENE SOLUTIONS,MAAA0169889,116153.93,41,71266.57,41,DE VILLIERS-DAVIDS KARIN IREEN
ATLANTIS PROVISIONS,MAAA0023129,27220,21,27220,21,DALLAS PAUL MORRISON
ATLANTIS PROVISIONS,MAAA0023129,27220,21,27220,21,OCONNOR GAVIN MICHAEL
ATLANTIS PROVISIONS,MAAA0023129,27220,21,27220,21,PIETERSEN DAVID BRETT
ATLANTIS PROVISIONS,MAAA0023129,27220,21,27220,21,RICHTER TOBIAS ANDRE
ATLANTIS PROVISIONS,MAAA0023129,27220,21,27220,21,RICHTER TOBIAS ANDRÉ
ATLANTIS PROVISIONS,MAAA0023129,27220,21,27220,21,YOULTEN PAUL LESLIE
ATLAS PAINTS,MAAA0516388,1508050,4,1508050,4,BODENSTEIN Cecil
ATLAS PAINTS,MAAA0516388,1508050,4,1508050,4,MALATJI PRUNDANCE
ATLEGA STATIONERS,MAAA0100219,0,1,0,1,NAIR KESHVI
ATLEGANG GARDEN AND CLEANING SERVICES,MAAA0127763,24337.3,1,24337.3,1,SEGALE FELICIA KETSIA
ATLEGANG PROJECTS AND SERVICES,MAAA0548640,193800,4,193800,4,NGOVELA SIVUYILE
ATLEHANG BASADI BUILDING AND CONSTRUCTION,MAAA0480067,0,3,1493390,3,MAKHOBA MATHOTO ROSELINE
ATLEHANG BASADI BUILDING AND CONSTRUCTION,MAAA0480067,0,3,1493390,3,THOKAN SABREEN
ATM TECH SERVICES AND SUPPLIES,MAAA0581085,20915.05,1,20915.05,1,MARAIS ANGELIQUE TRACY
ATM TECH SERVICES AND SUPPLIES,MAAA0581085,20915.05,1,20915.05,1,MARAIS BRADLEY GEORGE
ATNOZA TRADING,MAAA0328390,234250,4,253850,4,KAJEE ATAULLAH
ATRETH HOLDINGS,MAAA0838753,53800,1,53800,1,MTHEMBU MPHO LETTICIA
ATT SUPPLY AND DISTRIBUTION,MAAA0374418,2302250,6,2302250,6,TSHIGABE AZWIANEWI FREDDY
Atteridgeville/Saulsville Association for People with Disabilities,MAAA0405868,0,1,29988,1,MAEPA SEKGOTHE JOHANNES
Atteridgeville/Saulsville Association for People with Disabilities,MAAA0405868,0,1,29988,1,MOLEFE LEBUWE EMILY
Atteridgeville/Saulsville Association for People with Disabilities,MAAA0405868,0,1,29988,1,PHALA DENNIS
ATTI IT SOLUTIONS,MAAA0041673,7500,1,7500,1,COETZEE PRISCILLA
ATTITUDE IT CONSULTANTS,MAAA0004230,115198.02,1,115198.02,1,MATUKANE HLAYISANI EUGENE PHAROH
ATZ MARKETING,MAAA0094712,29000,1,29000,1,NGQAWANA NOMAKHAYA LORRETA
AUBOY CONSTRUCTION AND PROJECTS,MAAA0051290,109682.4,3,331582.11,3,NCHOE TEBOGO
AUDIO MEDI HI-TEC,MAAA0025547,0,1,2004.6,1,XULU JAYSHREE JAYA
Auditor-General of South Africa - National,MAAA0096620,367559.67,6,16355138.28,6,NGOMA BONGI
AUGUSTINE MEDICAL SOUTH AFRICA,MAAA0012617,0,3,129223.5,3,MINTER MARK JUSTIN
AUGUSTINE MEDICAL SOUTH AFRICA,MAAA0012617,0,3,129223.5,3,VAN GRAAN JANINE ETHEL
AURIC DEALERS,MAAA0145850,2100,1,2100,1,COMBRINK LOZAAN DIANA
AURIC DEALERS,MAAA0145850,2100,1,2100,1,JONKER CHARLES DAVID
AURORAL PROJECTS,MAAA0812205,9205,1,9205,1,MADIKANE THANDEKILE
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,EDWARD VINODH AROON
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,GULE JEREMIAH MAJAHENI
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,HARI JOSHILA ASHOKKUMAR
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,KALYAN DILIP RATILAL
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,MANCIYA VIRGINIA PHANGISILE
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,MATHANDELA BANDILE
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,MBUYAZI PHIWAYINKOSI GIFT
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,MOKGATLE ZANDILE NTOMBIFUTHI EUPHEMIA
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,MTSHALI VIRGINIA PHANGISILE
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,PEPRAH YAW OPPONG
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,ROY MICHAEL ALEXANDER
AURUM INNOVA,MAAA0091483,11244145.26,2,11244145.26,2,TITTERTON ANDREW JOHN
AUSFOD INVESTMENTS,MAAA0883345,367900,13,542500,13,KHUMALO SINELISO
AUSFOD INVESTMENTS,MAAA0883345,367900,13,542500,13,NGUBANE NKOSIKHONA DANCAN
AUSPICIOUS GROUP SERVICES,MAAA0383570,64500,4,64500,4,MBINGO SANDILE HOPEWELL
AUSTIN SECURITY PROJECTS,MAAA0898900,0,1,15000,1,MNCUBE MZWANDILE AUSTINE
AUTAR GOLDEN ENTERPRISES,MAAA0055752,1450,1,1450,1,AUTAR SHAVEER
AUTHENTIC LEATHER WORKS AND HANDMADE SHOES,MAAA0908761,13560,2,13650,2,AWUAH JOYCE
AUTHENTIC LEATHER WORKS AND HANDMADE SHOES,MAAA0908761,13560,2,13650,2,TUFFOH DORA
AUTO COLOUR PAINT CENTRE,MAAA0908764,0,1,201980,1,MOTALA ZOHRA ESSACK
AUTO EXTREME AND SONS PANEL BEATERS,MAAA0767942,123000,1,123000,1,MFUMBA SIQALO
AVALANCHE SA,MAAA0028545,46167.5,4,46417.5,4,BAKER Carol
AVALANCHE SA,MAAA0028545,46167.5,4,46417.5,4,BAKER SEAN ANTHONY
AVANOS MEDICAL SOUTH AFRICA,MAAA0013935,0,2,496110,2,
AVANTAGE MARKETING,MAAA0069128,452937.66,5,499075.66,5,NKOANA NTOMBIZODWA
AVANTAGE MARKETING,MAAA0069128,452937.66,5,499075.66,5,NKOANA NTOMBIZODWA LINAH
AVANTAGE MARKETING,MAAA0069128,452937.66,5,499075.66,5,NKOANA THULANI PHUMLANI
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,BESTER Adriaan
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,COOPER TRACEY ANNE
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,GOUNDEN KRIBENDHRAN
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,MOSWEUSWEU KEBONEILWE DEBBIE
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,PILANE NAKEDI GERTRUDE
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,PILLAY DENOGARAN
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,Rademan JAKOBUS FREDERIK
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,VAN DER RIET CARL ROBERT
AVBOB (BEGRAFNISDIENS),MAAA0037575,156922.5,4,153335.7,4,VAN DER WESTHUIZEN PIETER DANIEL
AVE AND UZU SERVICES AND SUPPLIERS,MAAA0089738,4250,2,4250,2,Siko SFISO SIPHIWO
AVELAKUYE TRADING,MAAA0497058,6230,7,6230,7,BUTHELEZI MBONGISENI
AVELAKUYE TRADING,MAAA0497058,6230,7,6230,7,MOHASE ZAMOKWAKHE EMMANUEL FRANCIS
AVELLANCHE PROJECTS,MAAA0573505,13962,3,1899949,3,MBOYI AVELA VUYELWA
AVENTRO INVESTMENTS,MAAA0917229,0,1,1231650,1,MADIBENG JOHANNA KWENA
AVENTRO INVESTMENTS,MAAA0917229,0,1,1231650,1,NKOSI TEBOGO PATIENCE
AVENTRO INVESTMENTS,MAAA0917229,0,1,1231650,1,SITHOLE LEMANE BRIDGMAN
AVERDA SOUTH AFRICA,MAAA0070719,32100,3,96300,3,BALIRAJ SANJEETH
AVERDA SOUTH AFRICA,MAAA0070719,32100,3,96300,3,BIRCHER JAMES ROBERT
AVERDA SOUTH AFRICA,MAAA0070719,32100,3,96300,3,MEHTA HARISHKUMAR KANTILAL
AVERDA SOUTH AFRICA,MAAA0070719,32100,3,96300,3,ROBERTS BRINDHA SAMANTHA
AVERDA SOUTH AFRICA,MAAA0070719,32100,3,96300,3,VAN DEN BERG JOHANNES PETRUS OOSTHUIZEN
AVERDA SOUTH AFRICA,MAAA0195401,2001181.47,34,2006101.47,34,BALIRAJ SANJEETH
AVERDA SOUTH AFRICA,MAAA0195401,2001181.47,34,2006101.47,34,BIRCHER JAMES ROBERT
AVERDA SOUTH AFRICA,MAAA0195401,2001181.47,34,2006101.47,34,MEHTA HARISHKUMAR KANTILAL
AVERDA SOUTH AFRICA,MAAA0195401,2001181.47,34,2006101.47,34,ROBERTS BRINDHA SAMANTHA
AVERDA SOUTH AFRICA,MAAA0195401,2001181.47,34,2006101.47,34,VAN DEN BERG JOHANNES PETRUS OOSTHUIZEN
AVG MARKETING SOLUTIONS,MAAA1032303,17600,2,35200,2,PRETORIUS Vivienne
AVHU SECURITY AND GUARDING,MAAA0348713,265650,1,265650,1,TSHIFHUMULO KHATHUTSHELO
AVIA-GIS SOUTH AFRICA,MAAA0633877,19722.5,7,19722.5,7,BOWKER JENNA NICOLE
AVIA-GIS SOUTH AFRICA,MAAA0633877,19722.5,7,19722.5,7,GERBER WILHELM ADRIAAN
AVIA-GIS SOUTH AFRICA,MAAA0633877,19722.5,7,19722.5,7,HENDRY Stuart
AVIANTO,MAAA0233171,50536.37,4,97627.09,4,D'OLIVEIRA TREVOR
AVIGEEZ,MAAA0490803,0,1,489000,1,SIGNARIAN AVIKASH
AVM SUPPLIES,MAAA0519420,330000,1,0,1,JACOBS ADAM
AVM SUPPLIES,MAAA0519420,330000,1,0,1,MASIBI KGOMOTSO
AVM SUPPLIES,MAAA0519420,330000,1,0,1,VAN WYK ROXANNE THABO
AVO - 1552 - SIJE GENERAL TRADING,MAAA0083308,28800,1,28800,1,Sijeku AVELA
AVRIL WILMA JOHNSON,MAAA0103821,515679,14,193448,14,JOHNSON AVRIL WILMA
AVUMILE BUSINESS INVESTMENTS,MAAA0067655,3291620.52,2,15781082,2,MTYOBELE VUMILE
AVUYONKE CIVILS,MAAA0757695,13200,2,13200,2,MALI NOBOMI
AW CHEMICALS,MAAA0095254,343620,4,462300,4,MOKHABOKHI MASHIKE KLAAS
AW CHEMICALS,MAAA0095254,343620,4,462300,4,MOKHABUKI MOTHOKA WILLIE
AWAKEN AFRIKA PROJECTS,MAAA0075170,0,1,20850,1,LEDWABA MASISA PHUTHEGO
AWAKEN AFRIKA PROJECTS,MAAA0075170,0,1,20850,1,LEDWABA MOKGOBA IRENE
AWANDE TRADINGS,MAAA0020259,12000,1,12000,1,MBATHA ANDILE
AWCRETE,MAAA0482075,795944.88,2,795944.88,2,HULUMENI AWELANI EDWARD
AWELA PROMOTIONS,MAAA0004138,216180,10,793780,10,MUTHIGE AWELANI
AXIM,MAAA0748884,34644.64,1,34644.64,1,EDWARDS BRETT ANTHONY
AXIM,MAAA0748884,34644.64,1,34644.64,1,FATAAR LORRAINE THERESA
AXIM,MAAA0748884,34644.64,1,34644.64,1,MDLALOSE SIBUSISO BENEDICTION
AXIM,MAAA0748884,34644.64,1,34644.64,1,TLOUBATLA MICHAEL MACHALO
AXIM,MAAA0748884,34644.64,1,34644.64,1,TRAPPITT ALAN ERNEST
AXIOM CHEMLAB SUPPLIES,MAAA0118366,139904.4,13,147946.81,13,HEWU SANGE SONGO
AXIOM CHEMLAB SUPPLIES,MAAA0118366,139904.4,13,147946.81,13,MASHIGO PETER
AXIOM CHEMLAB SUPPLIES,MAAA0118366,139904.4,13,147946.81,13,MCUKULWA AYOLA
AXIOM CHEMLAB SUPPLIES,MAAA0118366,139904.4,13,147946.81,13,MHLWATIKA Vuyokazi
AXXIOM,MAAA0116779,133054,8,133054,8,MOEKETSI KOMANE GODFREY
AXXIOM,MAAA0116779,133054,8,133054,8,MOEKETSI REFENTSE LINDIWE
AYABONGA INSTALLATION COMPANY,MAAA0406476,121250,2,242500,2,MENEMENE AYABONGA
AYABUKA 2020 TRADING,MAAA0527831,240,1,240,1,ZULU NOXOLO MINENHLE
AYAMPA SUSTAINABLE PROJECTS,MAAA0732333,0,2,2808000,2,MPAMBANI AYANDA KUTALA
AYANANI,MAAA0866055,29770,1,29770,1,SANDLANA SIVE SYLVESTER
Ayanda Mbanga Communications,MAAA0101954,6566540.66,108,4244654.56,108,KGANAKGA NGOAKO JOSEPH
Ayanda Mbanga Communications,MAAA0101954,6566540.66,108,4244654.56,108,LOTTERING HELENA PETRONELLA
Ayanda Mbanga Communications,MAAA0101954,6566540.66,108,4244654.56,108,MBANGA AYANDA MBANGA
Ayanda Mbanga Communications,MAAA0101954,6566540.66,108,4244654.56,108,MBANGA BUYILE XOLILE YAMANI
Ayanda Mbanga Communications,MAAA0101954,6566540.66,108,4244654.56,108,REYNOLDS Graham Chalenor
AYANDA MULTISERVE,MAAA0387837,0,4,4750,4,XIMBA AYANDA
AYAS N BULELWA SUPPLIERS,MAAA0776810,22600,4,22600,4,NENE LINDELANI SIBONISO
AYAVUYA TRADING AND PROJECTS,maaa0103354,0,1,37480,1,MLINDA AKHONA NTOMBIKAYISE
AYETHE PROJECTS,MAAA0223953,121584,1,121584,1,LAXA MELISIZWE
AYETHE PROJECTS,MAAA0223953,121584,1,121584,1,MLOTA Siphokazi
AYLO'S DISTRIBUTORS,MAAA0000951,26080,1,26080,1,MAAKE KATLEGO LESETJA NATHANIEL
AYLO'S DISTRIBUTORS,MAAA0000951,26080,1,26080,1,MAAKE KATLEGO NATHANIEL LESETJA
AYLO'S DISTRIBUTORS,MAAA0000951,26080,1,26080,1,MAKITLA AYANDA
AYOM TRADING AND PROJECT,MAAA0854769,177480,1,177480,1,METHULE BUHLE AMANDA
AYZOT HOLDINGS,MAAA0939133,0,1,0,1,MOSS REAGAN
AZAEL SUPPLIERS AND PROJECTS,MAAA0039779,0,1,105000,1,MATLALA MOLEFE AZAEL
AZAMPUMELELO,MAAA0704896,27422.64,2,27422.64,2,MKHARI MALWANDLA HOPE BRUNETTE
AZAMPUMELELO,MAAA0704896,27422.64,2,27422.64,2,SAMBO GRIFFIS YELIWE
AZANIA HOLDINGS,MAAA0796553,277970,2,156250,2,STAMPER CARNEGIE
AZANIA INFRACON,MAAA0465352,12480000,1,12480000,1,NKABINDE NOKUKHANYA GUGU
AZAVIWE 0508,MAAA0639631,22400,3,22400,3,BENXA THEMBINKOSI ASANDA
AZIEM S TOURS AND SHUTTLE,MAAA0169455,1950,2,1950,2,HAMEEDULLA MOHAMMED AZIEM
AZIFANI SECURITY AND CLEANING SERVICES,MAAA0396436,23709.78,1,23709.78,1,MALATJI JOHANNA  MAITE
AZIFANI SECURITY AND CLEANING SERVICES,MAAA0396436,23709.78,1,23709.78,1,MOLEMA MARTHA MATSHELANE
AZIFANI SECURITY AND CLEANING SERVICES,MAAA0396436,23709.78,1,23709.78,1,NEMUKULA MBONENI LAZARUS
AZITRON,MAAA0040637,92000,2,68000,2,MOKOTONG CHARMAINE MASETSHABA
AZITRON,MAAA0040637,92000,2,68000,2,MOKOTONG LETLHOGONOLO
AZIYE SOLUTIONS,MAAA0699386,4240,1,4240,1,NYAWUZA SINDISIWE SIPHUMLILE
AZMERC CONSULTING,MAAA0006064,3344072,6,3344072,6,RAMABULANA TSHIFHIWA MERCY
AZORRA TECHNOLOGIES,MAAA0004746,433958.25,2,433958.25,2,LOMBARD NICOLE LEE
AZORRA TECHNOLOGIES,MAAA0004746,433958.25,2,433958.25,2,WALKER MERILL
AZRO TRADING AND PROJECTS,MAAA0588834,14980,1,14980,1,NEVHULAUDZI MULIVHUWENI
AZTEC AMAHLE 2011 TRADING,MAAA0885994,27030,1,27030,1,KRAAI ARCH-ADVISER VELA-MCEBISI
AZTEC CONSULTING AND PROJECTS,MAAA0021358,0,1,0,1,RAPOO OTHUSITSE HABAKKUK
AZUCARE,MAAA0026729,10678359.65,2,10678360,2,CHETTY CRAIG ANTHONY
AZULWEAR,MAAA0725022,9856.48,3,9856.48,3,VAN NES ANGELA XENIA
B AND M SCIENTIFIC,MAAA0028371,161000,6,166622.6,6,HARGEY ABDUL MAJID
B BRAUN MEDICAL,MAAA0040832,6060701.4,39,51508629.9,39,FARRELL SCOTT
B BRAUN MEDICAL,MAAA0040832,6060701.4,39,51508629.9,39,MURANDA TAURAI
B C INDUSTRIAL AND ENGINEERING SUPPLIES,MAAA0100112,33488,6,29300,6,GOVENDER MAGALINGAM
B C L M,MAAA0502704,0,1,4150,1,KUMALO INNOCENT ZIPHOZAMI
B C R D SOLUTIONS,MAAA0007595,35255.28,3,35255.29,3,MLUNGU SONWABO THOBANI
B D HLALELE CATERING AND CLEANING SERVICES,MAAA0017951,7800,1,7800,1,HLALELE BERTHA DIMAKATSO
B DEMOJAESTRO,MAAA0202777,28000,1,28000,1,MOJAKI BOITUMELO PHILLIP
B E M MEDICAL,MAAA0033411,432391.76,4,432391.76,4,GUMEDE BHEKANI ERROL MBHEKENI GUMEDE
B G K SECURITIES,MAAA0458706,275126,2,275126,2,MADONSELA THEMBELA CLIFFORD
B G K SECURITIES,MAAA0458706,275126,2,275126,2,MALEBJOE BUTIKANA GEOFFREY JACOB
B H LEGACY,MAAA0608968,35632,4,53448,4,NSELE BONGINKOSI HARRIS
B H LEGACY,MAAA0608968,35632,4,53448,4,NSELE PHINDILE NONTOKOZO
B JUNIOR TRADING ENTERPRISE,MAAA0562103,24100,3,30700,3,MBOWENI BRIAN DAVID
B JUNIOR TRADING ENTERPRISE,MAAA0562103,24100,3,30700,3,NCUBE DAVID MINENHLE FANELESIBONGE
B KLEANST ENVIROMENTAL PRODUCTS,MAAA0924698,39000,1,39000,1,VAN DER MERWE FRANCOIS
B M S MEDICAL SUPPLIES,MAAA0349576,14146.2,3,14146.2,3,BURJINS MARION GRACE
B P MARINE FISH PRODUCTS,MAAA0051858,12162.86,10,12162.86,10,PEDRO ANTOINETTE ILSE
B P MARINE FISH PRODUCTS,MAAA0051858,12162.86,10,12162.86,10,PEDRO BERNARD TEIXEIRA
B P MARINE FISH PRODUCTS,MAAA0051858,12162.86,10,12162.86,10,PEDRO WAYNE GONCALVES
B P SKERO PROJECTS,MAAA0800620,1589815,52,1589815,52,SHIRINDA BENNET PIET
B SAFE AFRICA TRAINING ACADEMY,MAAA0054428,89527,1,89527,1,SEHULARO KEABETSWE MAUREEN
B SAFE AFRICA TRAINING ACADEMY,MAAA0054428,89527,1,89527,1,SEHULARO OLEBOGENG DUNCAN
B SAFE AFRICA TRAINING ACADEMY,MAAA0054428,89527,1,89527,1,SNYMAN GOMOTSEGANG PATRICIA
B T N N GENERAL TRADING,MAAA0039905,26699.86,1,26699.86,1,NINI NOMATHAMSANQA PATRICIA
B T N N GENERAL TRADING,MAAA0039905,26699.86,1,26699.86,1,NTSHINGWA SINCEDE SIPHUMZE
B18 PROJECTS,MAAA0755345,77500,4,77500,4,SINDANE SANELE BRIAN
B2P GROUP,MAAA0904740,0,4,0,4,DIGOAMAJE doctor
BAAGI KA LEANO,MAAA0774453,54879,2,54879,2,MOJAPELO MASHOTOTSANE LESIBA
BAAKGONA TRADING AND PROJECTS,MAAA0049883,16562.16,1,298118.92,1,SHINGANGE KURHULA THOM
BAA-LERONA SEWING CO-OPERATIVE LIMITED,MAAA0189133,54500,2,54500,2,CHAUKE KAGISO COMFORT
BAA-LERONA SEWING CO-OPERATIVE LIMITED,MAAA0189133,54500,2,54500,2,KGABO REETSANG NANCY
BAA-LERONA SEWING CO-OPERATIVE LIMITED,MAAA0189133,54500,2,54500,2,MADIMABE MMAPHAKELA MARIA
