supplier_sum,supplier_name,No,Institution_name,Item_desp,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,Cleaned_name,Cleaned_supplier,CSD_Registration_No
170702771.12,logan medical and surgical,27755,GAUTENG - HEALTH,0,0,0,50,0,,"R320,804.00",24/06/2021,"R320,804",320804,320804.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,27973,GAUTENG DEPARTMENT OF HEALTH,0,Gown,,0,EA,,R0.00,4/12/2021,"R516,199",516199,0.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,31266,JUSTICE & CONSTITUTIONAL DEVELOPMENT,DIGITAL THERMOMETER,0,0,6,0,,"R57,040.00",,"R57,040",57040,57040.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32394,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND GLOVES (MEDICAL),0,0,10,0,,"R7,061.00",5/11/2020,"R7,061",7061,7061.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32397,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND GLOVES (MEDICAL),0,0,10,0,,"R7,061.00",17/12/2020,"R7,061",7061,7061.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32637,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND SANITIZER,0,0,10,0,,"R13,225.00",12/10/2020,"R13,225",13225,13225.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32643,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND SANITIZER,0,0,10,0,,"R13,225.00",20/10/2020,"R13,225",13225,13225.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32695,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND SANITIZER,0,0,20,0,,"R57,040.00",,"R57,040",57040,57040.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32781,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND SANITIZER,0,0,4,0,,"R7,061.00",12/10/2020,"R7,061",7061,7061.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,32784,JUSTICE & CONSTITUTIONAL DEVELOPMENT,HAND SANITIZER,0,0,4,0,,"R7,061.00",17/12/2020,"R7,061",7061,7061.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,33290,JUSTICE & CONSTITUTIONAL DEVELOPMENT,MEDICAL FACE MASK,0,0,1,0,,"R7,061.00",4/11/2020,"R7,061",7061,7061.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,33295,JUSTICE & CONSTITUTIONAL DEVELOPMENT,MEDICAL FACE MASK,0,0,1,0,,"R7,061.00",17/12/2020,"R7,061",7061,7061.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,35628,WESTERN CAPE - HEALTH,Other,Asset,326.65,7,EA,,"R2,286.55",21/10/2020,"R2,287",2287,2286.55,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,35983,JUSTICE & CONSTITUTIONAL DEVELOPMENT,"PAPER PLATES,SERVIETTES, FOAM CUPS, SPRAY BOTTLES, ETC",0,0,30,0,,"R28,520.00",,"R28,520",28520,28520.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,35984,JUSTICE & CONSTITUTIONAL DEVELOPMENT,"PAPER PLATES,SERVIETTES, FOAM CUPS, SPRAY BOTTLES, ETC",0,0,30,0,,"R28,520.00",9/12/2020,"R28,520",28520,28520.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,36077,CORRECTIONAL SERVICES,PPE000 Other PPEs,SURGICAL FACE MUSK,0.48,25000,Each,,"R12,000.00",,"R12,000",12000,12000.0,Department of correctional services,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,36100,DEPARTMENT OF CORRECTIONAL SERVICES,PPE000 Other PPEs,SCRUB SUIT,80.5,1000,Each,,"R80,500.00",,"R80,500",80500,80500.0,Department of correctional services,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,36876,CORRECTIONAL SERVICES,PPE001 Surgical masks for patients,0,0.48,50000,Each,,"R24,000.00",,R0,0,24000.0,Department of correctional services,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37367,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,80.5,10000,0,,"R805,000.00",3/12/2021,"R805,000",805000,805000.0,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37368,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,57.5,120,Each,,"R6,900.00",27/11/2020,"R6,900",6900,6900.0,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37372,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,5.98,200,Each,,"R1,196.00",27/11/2020,"R1,196",1196,1196.0,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37373,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,80.5,2000,Each,,"R161,000.00",13/11/2020,"R161,000",161000,161000.0,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37375,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,80.5,30000,0,,"R2,415,000.00",3/5/2021,"R2,415,000",2415000,2415000.0,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37378,WESTERN CAPE - HEALTH,PPE008 Surgical gowns,0,"4,600.00",5,BOX,,"R23,000.00",20/11/2020,"R23,000",23000,23000.0,Western cape - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,37497,NORTH WEST - DEPARTMENT OF HEALTH,PPE010 Boot covers,0,0,20000,0,,R0.00,,"R345,000",345000,0.0,North west - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,38502,DEPARTMENT OF WATER AND SANITATION,PPE020 Hand sanitisers and disinfectants,BACTICIDE HAND DISINFECTANT 25L,"3,000.00",10,Each,,"R30,000.00",24/06/2020,"R20,877",20877,30000.0,Department of water and sanitation,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,38503,DEPARTMENT OF WATER AND SANITATION,PPE020 Hand sanitisers and disinfectants,BACTICIDE HAND DISINFECTANT 500ML,69.59,300,Other UOM,,"R20,877.00",24/06/2020,"R30,000",30000,20877.0,Department of water and sanitation,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,38823,NORTH WEST - DEPARTMENT OF HEALTH,PPE020 Hand sanitisers and disinfectants,0,0,5000,0,,R0.00,,"R8,280,000",8280000,0.0,North west - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,38827,NORTH WEST - DEPARTMENT OF HEALTH,PPE020 Hand sanitisers and disinfectants,0,0,6000,0,,R0.00,,"R552,000",552000,0.0,North west - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40497,JUSTICE & CONSTITUTIONAL DEVELOPMENT,TOILETRIES,0,0,10,0,,"R2,990.00",12/10/2020,"R2,990",2990,2990.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40509,JUSTICE & CONSTITUTIONAL DEVELOPMENT,TOILETRIES,0,0,10,0,,"R2,990.00",29/09/2020,"R2,990",2990,2990.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40538,JUSTICE & CONSTITUTIONAL DEVELOPMENT,TOILETRIES,0,0,2,0,,"R3,795.00",,"R3,795",3795,3795.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40548,JUSTICE & CONSTITUTIONAL DEVELOPMENT,TOILETRIES,0,0,2,0,,"R3,795.00",23/11/2020,"R3,795",3795,3795.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40649,JUSTICE & CONSTITUTIONAL DEVELOPMENT,TOILETRIES,0,0,50,0,,"R7,590.00",,"R7,590",7590,7590.0,Justice & constitutional development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40926,DEPERTMENT OF SOCIAL DEVELOPMENT,0,Cap mop non-woven,48.3,100,Each,1/6/2021,"R4,830.00",,R0,0,4830.0,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40934,GAUTENG DEPARTMENT OF HEALTH,Gown surgical sterile non-woven xl blue,0,0,2000,Each,1/6/2021,"R161,000.00",,"R80,500",80500,161000.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,40942,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,39.62,260,Each,1/6/2021,"R10,301.20",,R0,0,10301.2,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41008,GAUTENG DEPARTMENT OF HEALTH,Gown protection x-large dark blue,0,0,32000,Each,1/7/2021,"R640,000.00",,R0,0,640000.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41075,GAUTENG DEPARTMENT OF HEALTH,Gown isolation large disposable,0,0,4070,Each,1/8/2021,"R140,415.00",,R0,0,140415.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41076,GAUTENG DEPARTMENT OF HEALTH,Gown isolation large disposable,0,0,4946,Each,1/8/2021,"R199,076.50",,R0,0,199076.5,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41077,GAUTENG DEPARTMENT OF HEALTH,Gown isolation x-large disposable,0,0,13565,Each,1/8/2021,"R545,991.25",,R0,0,545991.25,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41078,GAUTENG DEPARTMENT OF HEALTH,Gown isolation x-large disposable,0,0,4000,Each,1/8/2021,"R161,000.00",,R0,0,161000.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41079,GAUTENG DEPARTMENT OF HEALTH,Gown surgical sterile non-woven xl blue,0,0,745,Each,1/8/2021,"R59,972.50",,"R59,973",59973,59972.5,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41364,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE008 Surgical gowns,0,80.5,395,Each,2/2/2021,"R31,797.50",,R0,0,31797.5,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41365,GAUTENG - SOCIAL DEVELOPMENT,PPE008 Surgical gowns,Not applicable,80.5,395,Box of 50,2/2/2021,"R31,797.00",,R0,0,31797.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41366,GAUTENG - SOCIAL DEVELOPMENT,PPE008 Surgical gowns,Not applicable,80.5,395,Each,2/2/2021,"R31,797.50",,R0,0,31797.5,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41426,GAUTENG DEPARTMENT OF HEALTH,Suit scrub disposable medium coloured,0,0,500,Each,2/3/2021,"R53,630.00",,R0,0,53630.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41427,GAUTENG DEPARTMENT OF HEALTH,Suit scrub disposable medium coloured,0,0,500,Each,2/3/2021,"R26,815.00",18/02/2021,"R80,445",80445,26815.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41467,GAUTENG DEPARTMENT OF HEALTH,Gown surgical sterile non-woven xl blue,0,0,2000,Each,2/4/2021,"R161,000.00",2/11/2021,"R161,000",161000,161000.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41829,GAUTENG - SOCIAL DEVELOPMENT,Non-PPE Covid 19 Related Spend - Other,Not applicable,34.48,18,Box of 50,2/8/2021,R620.64,,R0,0,620.64,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41852,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,22.89,36,Each,2/8/2021,R824.04,,R0,0,824.04,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41853,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,19.55,527,Each,2/8/2021,"R10,302.85",,R0,0,10302.85,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41854,GAUTENG - SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,19.55,527,Each,2/8/2021,"R10,302.85",3/9/2021,"R10,303",10303,10302.85,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41855,GAUTENG - SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,Not applicable,22.89,36,Box of 50,2/8/2021,R824.04,,R0,0,824.04,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41856,GAUTENG - SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,Not applicable,22.89,36,Each,2/8/2021,R824.04,28/07/2021,R824,824,824.04,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41857,GAUTENG - SOCIAL DEVELOPMENT,PPE009 Protective coveralls,0,74.75,56,Each,2/8/2021,"R4,186.00",3/5/2021,"R4,186",4186,4186.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41881,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE025 Sanitising spray bottles,0,34.48,18,Each,2/8/2021,R620.64,,R0,0,620.64,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41882,GAUTENG - SOCIAL DEVELOPMENT,PPE025 Sanitising spray bottles,Not applicable,34.48,18,Each,2/8/2021,R620.00,28/07/2021,R621,621,620.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41926,GAUTENG DEPARTMENT OF HEALTH,Overshoe operate room slip on 100/pk,0,0,4000,Each,2/9/2021,"R360,000.00",18/02/2021,"R360,000",360000,360000.0,Gauteng - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41936,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,18,527,Each,2/9/2021,"R9,486.00",,R0,0,9486.0,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,41937,GAUTENG - SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,18,527,0,2/9/2021,"R9,486.00",3/2/2021,"R9,486",9486,9486.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42168,DEPERTMENT OF SOCIAL DEVELOPMENT,PPE020 Hand sanitisers and disinfectants,0,"1,092.50",72,25 Litre,2/12/2021,"R78,660.00",,R0,0,78660.0,Department of social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42433,GAUTENG - SOCIAL DEVELOPMENT,PPE007 Isolation gowns,Not applicable,80.5,500,Each,3/5/2021,"R40,250.00",28/07/2021,"R40,250",40250,40250.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42434,GAUTENG - SOCIAL DEVELOPMENT,PPE008 Surgical gowns,Not applicable,80,500,Box of 50,3/5/2021,"R40,250.00",,R0,0,40250.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42512,GAUTENG - SOCIAL DEVELOPMENT,PPE000 Other PPEs,Mop caps,51.75,100,Each,3/6/2021,"R5,175.00",16/03/2021,"R5,175",5175,5175.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42515,GAUTENG - SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,45.87,260,Each,3/6/2021,"R11,926.20",16/03/2021,"R11,926",11926,11926.2,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42572,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,243.5,620,Box of 10,3/7/2021,"R1,435,438.40",9/1/2021,"R150,971",150971,1435438.4,Mpumalanga - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42574,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,24.35,9000,Each,3/7/2021,"R626,344.53",9/1/2021,"R219,151",219151,626344.53,Mpumalanga - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42593,CORRECTIONAL SERVICES,PPE008 Surgical gowns,0,80.5,1000,Each,3/8/2021,"R80,500.00",26/04/2021,"R80,500",80500,80500.0,Department of correctional services,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42594,GAUTENG - SOCIAL DEVELOPMENT,PPE008 Surgical gowns,0,80.5,200,Each,3/8/2021,"R16,100.00",,R0,0,16100.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42623,GAUTENG - SOCIAL DEVELOPMENT,PPE005 Eye protection - Goggles,Not applicable,51.75,400,Box of 50,3/9/2020,"R20,700.00",,R0,0,20700.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42624,MPUMALANGA - HEALTH,PPE008 Surgical gowns,0,20,900,Each,3/9/2020,"R17,999.69",20/04/2020,"R18,000",18000,17999.69,Mpumalanga - health,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42640,GAUTENG - SOCIAL DEVELOPMENT,Non-PPE Covid 19 Related Spend - Other,Cushion Head woth cover baby,51.75,3,Each,3/9/2021,R155.25,19/03/2021,R155,155,155.25,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42651,GAUTENG - SOCIAL DEVELOPMENT,PPE000 Other PPEs,Cushion Head Cover,51.75,3,Each,3/9/2021,R155.25,16/03/2021,R155,155,155.25,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42661,GAUTENG - SOCIAL DEVELOPMENT,PPE005 Eye protection - Goggles,0,51.75,400,Each,3/9/2021,"R20,700.00",13/04/2021,"R6,883",6883,20700.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42662,GAUTENG - SOCIAL DEVELOPMENT,PPE005 Eye protection - Goggles,0,51.75,400,Each,3/9/2021,"R20,700.00",16/03/2021,R0,0,20700.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
170702771.12,logan medical and surgical,42663,GAUTENG - SOCIAL DEVELOPMENT,PPE006 Visor / Face Shield,0,22.99,400,Each,3/9/2021,"R9,196.00",13/04/2021,"R9,196",9196,9196.0,Gauteng - social development,logan medical and surgical,"MAAA0009035
MAAA0173392"
