,No,Institution_name,Item_d,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,cleaned_name,Item_desp,No_per_unit,price_per_mask,real_quan
486,9263,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Mawise Development,0,12.8,199461.0,Each,2020-08-22,"R2,553,100.80",,R0,0,2553100.8,Kwazulu natal - education,cloth masks,1.0,12.8,199461.0
487,9336,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,ROYAL TRADING ENTERPRISE,0,1.0,11395000.0,Each,2020-07-22,"R11,395,000.00",,R0,0,11395000.0,Gauteng - health,Uncategorized masks,1.0,1.0,11395000.0
488,9337,GAUTENG - HEALTH,Mask respirator with straps FFP2 20/b,MANZI MEDICAL,0,49.91,10000.0,Box of 100,2020-07-22,"R499,100.00",,R0,0,499100.0,Gauteng - health,"respirator masks (FFP2, N95)",100.0,0.4991,1000000.0
489,9404,NATIONAL RESEARCH FOUNDATION,PPE001 Surgical masks for patients,ESSENTIAL PRINTER CONSUMABLES,0,69.0,6.0,Box of 50,2020-07-22,R414.00,,R0,0,414.0,National research foundation,PPE001 Surgical masks for patients,50.0,1.38,300.0
490,9405,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,JD Strategic Investments,0,675.0,1356.0,Box of 50,2020-07-22,"R915,300.00",2020-05-08,"R915,300",915300,915300.0,South african revenue services,PPE001 Surgical masks for patients,50.0,13.5,67800.0
491,9421,BITOU MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Mabala Trading (Pty) Ltd,Fabric Mask washable 3 layer,23.0,500.0,Each,2020-07-22,"R11,500.00",2020-07-22,"R11,500",11500,11500.0,Bitou municipality,cloth masks,1.0,23.0,500.0
492,9422,DEPARTMENT OF WATER AND SANITATION,PPE018 3 Layer fabric cloth masks,KAAP AGRI BEDRYF BEPERK,CLOTH FACE MASK 3 LAYERS,14.96,600.0,Each,2020-07-22,"R8,976.00",2020-08-26,"R8,976",8976,8976.0,Department of water and sanitation,cloth masks,1.0,14.96,600.0
493,9587,DEFENCE,PPE001 Surgical masks for patients,Insika Foundation,0,18.0,60000.0,Each,2020-06-22,"R29,221.00",2020-07-02,"R29,221",29221,29221.0,Defence,PPE001 Surgical masks for patients,1.0,18.0,60000.0
494,9589,DEFENCE,PPE001 Surgical masks for patients,The Help Company,0,14.8,60000.0,Each,2020-06-22,"R894,000.00",2020-07-03,R0,0,894000.0,Defence,PPE001 Surgical masks for patients,1.0,14.8,60000.0
495,9592,DEFENCE,PPE001 Surgical masks for patients,Lekgamakgadi (Pty) Ltd,0,14.99,60000.0,Each,2020-06-22,"R899,400.00",2020-07-02,"R899,400",899400,899400.0,Defence,PPE001 Surgical masks for patients,1.0,14.99,60000.0
496,9597,DEFENCE,PPE001 Surgical masks for patients,Labstyres (Pty) Ltd,0,14.89,60000.0,Each,2020-06-22,"R893,400.00",2020-07-03,"R893,400",893400,893400.0,Defence,PPE001 Surgical masks for patients,1.0,14.89,60000.0
497,9598,THE SOUTH AFRICAN STATE THEATRE,PPE001 Surgical masks for patients,Supra Healthcare Johannesburg (Pty) Ltd,0,457.13,50.0,Box of 50,2020-06-22,"R22,856.50",2020-06-22,"R38,381",38381,22856.5,The south african state theatre,PPE001 Surgical masks for patients,50.0,9.1426,2500.0
498,9599,GARDEN ROUTE DISTRICT LOCAL MUNICIPALITY,PPE002 Surgical masks for healt care workers,PIENAAR BROS (PTY) LTD,0,402.5,6.0,Box of 50,2020-06-22,"R2,415.00",2020-07-27,"R2,415",2415,2415.0,Garden route district local municipality,PPE002 Surgical masks for health care workers,50.0,8.05,300.0
499,9619,SMALL ENTEPRISE DEVELOPMENT AGENCY (SEDA),PPE017 2 Layer fabric cloth masks,Paulesh,0,20.0,150.0,Each,2020-06-22,"R3,000.00",2020-07-17,"R3,000",3000,3000.0,Small enteprise development agency (seda),cloth masks,1.0,20.0,150.0
500,9620,HOME AFFAIRS,PPE018 3 Layer fabric cloth masks,Design 26,0,43.7,2000.0,Each,2020-06-22,"R87,400.00",2020-03-07,"R87,400",87400,87400.0,Home affairs,cloth masks,1.0,43.7,2000.0
501,9621,THE PLAYHOUSE COMPANY,PPE018 3 Layer fabric cloth masks,Grand Place Trading,Cloth masks for staff,25.0,200.0,Each,2020-06-22,"R5,000.00",2020-07-23,"R5,000",5000,5000.0,The playhouse company,cloth masks,1.0,25.0,200.0
502,9668,KWAZULU NATAL - TRANSPORT,Clear Face masks,Van Schaik Bookstore,0,16.16,300.0,Each,2020-05-22,"R4,848.00",2020-10-06,"R4,848",4848,4848.0,Kwazulu natal - transport,Uncategorized masks,1.0,16.16,300.0
503,9734,SA POLICE SERVICE,PPE001 Surgical masks for patients,RDN Amalgamated,0,74.75,1300.0,Box of 50,2020-05-22,"R97,175.00",2020-05-28,"R97,175",97175,97175.0,Sa police service,PPE001 Surgical masks for patients,50.0,1.495,65000.0
504,9735,KING SABATA DALINDYEBO LOCAL MUNICIPALITY,PPE002 Surgical masks for healt care workers,Mthatha towing,0,9.6,2200.0,Box of 100,2020-05-22,"R21,000.00",2020-07-07,R0,0,21000.0,King sabata dalindyebo local municipality,PPE002 Surgical masks for health care workers,100.0,0.096,220000.0
505,9736,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,CLINIPRO,0,1043.63,4500.0,Box of 50,2020-05-22,"R4,696,312.50",2020-12-23,"R4,696,313",4696313,4696312.5,Mpumalanga - health,PPE002 Surgical masks for health care workers,50.0,20.872600000000002,225000.0
506,9737,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,CLINIPRO,0,1043.63,4500.0,Pack of 50,2020-05-22,"R4,696,312.50",2020-08-14,"R4,696,313",4696313,4696312.5,Mpumalanga - health,PPE002 Surgical masks for health care workers,50.0,20.872600000000002,225000.0
507,9738,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,CLINIPRO,0,1043.63,500.0,Pack of 50,2020-05-22,"R4,696,312.50",2020-08-14,"R521,813",521813,4696312.5,Mpumalanga - health,PPE002 Surgical masks for health care workers,50.0,20.872600000000002,25000.0
508,9772,DEPARTMENT OF EMPLOYMENT AND LABOUR,PPE017 2 Layer fabric cloth masks,Kosher investments,0,28.75,2025.0,Each,2020-05-22,"R58,218.75",2020-06-19,"R58,219",58219,58218.75,Department of employment and labour,cloth masks,1.0,28.75,2025.0
509,9773,SWARTLAND MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Clothing Dynamics,0,22.94,500.0,Each,2020-05-22,"R11,471.25",2020-06-29,"R11,471",11471,11471.25,Swartland municipality,cloth masks,1.0,22.94,500.0
510,9774,CAPE WINELANDS DISTRICT MUNICIPALITY,PPE018 3 Layer fabric cloth masks,LYNNE STOKES CC T/A LYNNE STOKES PROMOTI,0,183.6,1500.0,Each,2020-05-22,"R275,400.00",2020-06-22,"R275,400",275400,275400.0,Cape winelands district municipality,cloth masks,1.0,183.6,1500.0
511,9775,"DEPARTMENT OF ENVIRONMENTAL AFFAIRS, FORESTRY AND FISHERIES",PPE018 3 Layer fabric cloth masks,F & A Consulting,0,20.0,10000.0,Each,2020-05-22,"R200,000.00",,"R200,000",200000,200000.0,"Department of environmental affairs, forestry and fisheries",cloth masks,1.0,20.0,10000.0
512,9776,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,PHITHIZIE,RE-USABLE FACE MASK 3PLY CLOTH,25.0,6250.0,Each,2020-05-22,"R156,250.00",,R0,0,156250.0,Ethekwini municipality,cloth masks,1.0,25.0,6250.0
513,9777,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,NDALO ENHLE 2014 TRADING PRIMARY CO-OPER,RE-USABLE FACE MASK 3PLY CLOTH,75.0,6250.0,Each,2020-05-22,"R468,750.00",2020-06-05,"R156,250",156250,468750.0,Ethekwini municipality,cloth masks,1.0,75.0,6250.0
514,9778,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,IPTS SECURITY,RE-USABLE FACE MASK 3PLY CLOTH,26.09,6250.0,Each,2020-05-22,"R163,062.50",2020-06-08,"R375,044",375044,163062.5,Ethekwini municipality,cloth masks,1.0,26.09,6250.0
515,9779,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,D.Y. USHER HOLDINGS,RE-USABLE FACE MASK 3PLY CLOTH,30.0,6250.0,Each,2020-05-22,"R187,500.00",2020-07-16,"R187,500",187500,187500.0,Ethekwini municipality,cloth masks,1.0,30.0,6250.0
516,9780,ETHEKWINI MUNICIPALITY,PPE018 3 Layer fabric cloth masks,SAKHUMBUMBANO DISTRIBUTORS,RE-USABLE FACE MASK 3PLY CLOTH,26.5,6250.0,Each,2020-05-22,"R165,625.00",2020-06-19,"R190,469",190469,165625.0,Ethekwini municipality,cloth masks,1.0,26.5,6250.0
517,9782,MTHONJANENI LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Bargain Uniforms & Sports,0,32.25,5000.0,Each,2020-05-22,"R161,287.50",2020-06-26,"R161,288",161288,161287.5,Mthonjaneni local municipality,cloth masks,1.0,32.25,5000.0
518,9783,NORTHERN CAPE - COOPERATIVE GOVERNANCE HUMAN SETTLEMENT AND TRADITIONAL AFFAIRS,PPE018 3 Layer fabric cloth masks,R D T GENERAL TRADING,0,350.0,20.0,Each,2020-05-22,"R7,000.00",2020-12-06,"R7,000",7000,7000.0,Northern cape - cooperative governance human settlement and traditional affairs,cloth masks,1.0,350.0,20.0
519,9784,NORTHERN CAPE PROVINCIAL TREASURY,PPE018 3 Layer fabric cloth masks,LORATO CREATIONS,0,25.0,632.0,Each,2020-05-22,"R15,800.00",2020-03-06,"R15,800",15800,15800.0,Northern cape - provincial treasury,cloth masks,1.0,25.0,632.0
520,9934,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,DUNAMIS EMPORIUM SERVICES,0,345.0,120.0,Box of 100,2020-04-22,"R41,400.00",2020-07-13,R0,0,41400.0,Gauteng - health,Uncategorized masks,100.0,3.45,12000.0
521,9935,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,MASUX MEDICAL,0,950.0,450.0,Box of 100,2020-04-22,"R427,500.00",2020-11-05,R0,0,427500.0,Gauteng - health,Uncategorized masks,100.0,9.5,45000.0
522,9953,CEDERBERG MUNICIPALITY,PPE001 Surgical masks for patients,DUNECO,0,36.87,3600.0,Each,2020-04-22,"R132,728.40",2020-04-23,"R132,728",132728,132728.4,Cederberg municipality,PPE001 Surgical masks for patients,1.0,36.87,3600.0
523,9954,DEFENCE,PPE001 Surgical masks for patients,Cubicle,0,26.5,30000.0,Each (Box of 50),2020-04-22,"R795,000.00",2020-04-28,"R795,000",795000,795000.0,Defence,PPE001 Surgical masks for patients,50.0,0.53,1500000.0
524,9955,DEFENCE,PPE001 Surgical masks for patients,Shawnways (Pty) Ltd,0,24.0,40000.0,Each (Box of 50),2020-04-22,"R960,000.00",2020-04-05,"R960,000",960000,960000.0,Defence,PPE001 Surgical masks for patients,50.0,0.48,2000000.0
525,9956,OVERSTRAND MUNICIPALITY,PPE001 Surgical masks for patients,HEALTHANDS (PTY) LTD,MASK: SURGICAL WITH ELASTIC SINGLE USE 50'S,22.0,2500.0,Box of 50,2020-04-22,"R55,000.00",2020-04-29,"R55,000",55000,55000.0,Overstrand municipality,PPE001 Surgical masks for patients,50.0,0.44,125000.0
526,9957,SOUTH AFRICAN NATIONAL PARK,PPE001 Surgical masks for patients,Yabasha Youth Power,0,20.0,10000.0,Each,2020-04-22,"R200,000.00",2020-02-05,"R200,000",200000,200000.0,South african national parks,PPE001 Surgical masks for patients,1.0,20.0,10000.0
527,9958,SOUTH AFRICAN NATIONAL PARK,PPE001 Surgical masks for patients,Key Experts,0,17.0,10000.0,Each,2020-04-22,"R195,500.00",2020-04-06,"R195,500",195500,195500.0,South african national parks,PPE001 Surgical masks for patients,1.0,17.0,10000.0
528,9959,CAPE AGULHAS MUNICIPALITY,PPE002 Surgical masks for healt care workers,DEREK CHARLES ZEEMAN,0,900.0,20.0,Box of 50,2020-04-22,"R18,000.00",,"R18,000",18000,18000.0,Cape agulhas municipality,PPE002 Surgical masks for health care workers,50.0,18.0,1000.0
529,9960,MPUMALANGA - HEALTH,PPE002 Surgical masks for healt care workers,Nozihle Cleaning Services,0,26.45,100000.0,Each,2020-04-22,"R2,645,000.00",2020-08-05,"R2,645,000",2645000,2645000.0,Mpumalanga - health,PPE002 Surgical masks for health care workers,1.0,26.45,100000.0
530,9961,NORTH WEST - DEPARTMENT OF FINANCE,PPE002 Surgical masks for healt care workers,COMPLETE ELEMENTS,0,13.48,3500.0,Each,2020-04-22,"R47,180.00",2020-05-05,"R47,180",47180,47180.0,North west - finance,PPE002 Surgical masks for health care workers,1.0,13.48,3500.0
531,9990,SOUTH AFRICAN LIBRARY FOR THE BLIND,PPE018 3 Layer fabric cloth masks,Fusion Speciality,0,90.0,15.0,Each,2020-04-22,"R1,350.00",2020-04-22,"R1,350",1350,1350.0,South african library for the blind,cloth masks,1.0,90.0,15.0
532,10195,SALDANHA BAY MUNICIPALITY,PPE001 Surgical masks for patients,Ozone Tissue Paper,0,6.9,50.0,Each,2020-12-21,R345.00,,R0,0,345.0,Saldanha bay municipality,PPE001 Surgical masks for patients,1.0,6.9,50.0
533,10196,SALDANHA BAY MUNICIPALITY,PPE003 Respirator mask,Ozone Tissue Paper,0,6.61,50.0,Each,2020-12-21,R330.63,,R0,0,330.63,Saldanha bay municipality,"respirator masks (FFP2, N95)",1.0,6.61,50.0
534,10243,EASTERN CAPE - EASTERN CAPE SOCIO-ECONOMIC CONSULTATIVE COUNCIL,PPE018 3 Layer fabric cloth masks,MKHONTO WETTHU TRADING,0,15.44,200.0,Each,2020-10-21,"R3,088.90",,R0,0,3088.9,Eastern cape - socio-economic consultative council,cloth masks,1.0,15.44,200.0
535,10244,KWAZULU NATAL - PROVINCIAL LEGISLATURE,PPE018 3 Layer fabric cloth masks,Zodu Trading,0,35.0,10000.0,Each,2020-10-21,"R350,000.00",,R0,0,350000.0,Kwazulu natal - provincial legislature,cloth masks,1.0,35.0,10000.0
536,10245,KWAZULU NATAL - SPORT AND RECREATION,PPE018 3 Layer fabric cloth masks,ZAKHANYA FITNESS,0,50.0,10.0,Each,2020-10-21,R500.00,,R0,0,500.0,Kwazulu natal - sport and recreation,cloth masks,1.0,50.0,10.0
537,10327,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Rosetta Investments,0,15.0,343210.0,Each,2020-09-21,"R5,148,150.00",2020-09-21,"R5,148,150",5148150,5148150.0,Kwazulu natal - education,cloth masks,1.0,15.0,343210.0
538,10472,KWAZULU NATAL - PUBLIC WORKS (HEAD OFFICE),PPE002 Surgical masks for healt care workers,Kanyitsa Investments,0,9.5,500.0,Each,2020-08-21,"R4,750.00",,"R4,750",4750,4750.0,Kwazulu natal - public works (head office),PPE002 Surgical masks for health care workers,1.0,9.5,500.0
539,10473,ALL WCG DEPARTMENTS,PPE003 Respirator mask,RAPITRADE 458 PTY LTD,Masks Respirator N95,10.85,300000.0,Each,2020-08-21,"R8,375.84",2020-09-04,"R1,413,172",1413172,8375.84,All wcg departments,"respirator masks (FFP2, N95)",1.0,10.85,300000.0
540,10498,GEORGE MUNICIPALITY,PPE017 2 Layer fabric cloth masks,MARIETS CELEBRITYS,2-Layer  Cloth Mask,20.0,1500.0,Each,2020-08-21,"R30,000.00",2020-11-09,"R30,000",30000,30000.0,George municipality,cloth masks,1.0,20.0,1500.0
541,10499,GEORGE MUNICIPALITY,PPE017 2 Layer fabric cloth masks,PLAYTIME PRODUCTIONS,2-Layer  Cloth Mask,20.0,1500.0,Each,2020-08-21,"R30,000.00",2020-11-09,"R30,000",30000,30000.0,George municipality,cloth masks,1.0,20.0,1500.0
542,10500,HOME AFFAIRS,PPE018 3 Layer fabric cloth masks,Ubucubu Home Industries,0,40.0,224.0,Each,2020-08-21,"R8,960.00",2020-07-09,"R8,960",8960,8960.0,Home affairs,cloth masks,1.0,40.0,224.0
543,10501,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Rosetta Investments,0,15.0,120238.0,Each,2020-08-21,"R1,803,570.00",,R0,0,1803570.0,Kwazulu natal - education,cloth masks,1.0,15.0,120238.0
544,10502,KWAZULU NATAL - EDUCATION,PPE018 3 Layer fabric cloth masks,Oshlanga Enterprises,0,14.8,220238.0,Each,2020-08-21,"R3,259,522.40",,R0,0,3259522.4,Kwazulu natal - education,cloth masks,1.0,14.8,220238.0
545,10553,ROAD TRAFFIC MANAGEMENT CORPORATION,Supply and delivery of disposable masks,UNITRADE 1032,0,201.25,200.0,Box of 50,2020-08-21,"R40,250.00",,R0,0,40250.0,Road traffic management corporation,Uncategorized masks,50.0,4.025,10000.0
546,10554,ROAD TRAFFIC MANAGEMENT CORPORATION,Supply and delivery of disposable masks,UNITRADE 1032,0,201.25,200.0,Box of 50,2020-08-21,"R40,250.00",2020-09-23,"R40,250",40250,40250.0,Road traffic management corporation,Uncategorized masks,50.0,4.025,10000.0
547,10693,GAUTENG - HEALTH,Mask dust FFP2 twin strap convex,VIRO MED PHARMACEUTICALS,0,49.22,10000.0,Box of 100,2020-07-21,"R492,200.00",,R0,0,492200.0,Gauteng - health,"respirator masks (FFP2, N95)",100.0,0.49219999999999997,1000000.0
548,10694,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,AMOKA SOLUTIONS,0,1.0,12495000.0,Each,2020-07-21,"R12,495,000.00",2020-03-08,R0,0,12495000.0,Gauteng - health,Uncategorized masks,1.0,1.0,12495000.0
549,10695,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,BELSURE SOLUTIONS,0,454.0,1001.0,Box of 100,2020-07-21,"R454,454.00",2020-08-28,"R454,454",454454,454454.0,Gauteng - health,Uncategorized masks,100.0,4.54,100100.0
550,10696,GAUTENG - HEALTH,Mask face surgical with ties 3 ply,HALALA MEDICAL,0,12.28,40000.0,Box of 100,2020-07-21,"R491,200.00",,R0,0,491200.0,Gauteng - health,Uncategorized masks,100.0,0.12279999999999999,4000000.0
551,10737,THE ELECTORAL COMMISSION,PPE001 Surgical masks for patients,Pep,0,79.9,2.0,Box of 10,2020-07-21,R159.90,2020-07-21,R0,0,159.9,Electoral commission (iec),PPE001 Surgical masks for patients,10.0,7.99,20.0
552,10739,CEDERBERG MUNICIPALITY,PPE018 3 Layer fabric cloth masks,KENAKO SPORTS,0,35.0,4000.0,Each,2020-07-21,"R140,000.00",2020-07-21,"R140,000",140000,140000.0,Cederberg municipality,cloth masks,1.0,35.0,4000.0
553,10740,MPUMALANGA - MPUMALANGA TOURISM  AND PARKS AGENCY (MTPA),PPE018 3 Layer fabric cloth masks,BOMSA TRADING AND PROJECTS,0,28.0,210.0,Each,2020-07-21,"R5,880.00",2020-07-31,"R5,880",5880,5880.0,Mpumalanga - tourism and parks agency (mtpa),cloth masks,1.0,28.0,210.0
554,11064,GAUTENG GROWTH AND DEVELOPMENT AGENCY (GGDA),PPE001 Surgical masks for patients,ABIA Industrial Supplies,3 PLY SURGICAL MASKS,9.0,1000.0,Each,2020-05-21,"R9,000.00",2020-05-30,"R9,000",9000,9000.0,Gauteng - growth and development agency (ggda),PPE001 Surgical masks for patients,1.0,9.0,1000.0
555,11065,GAUTENG GROWTH AND DEVELOPMENT AGENCY (GGDA),PPE001 Surgical masks for patients,ABIA Industrial Supplies,N95 MASKS,40.0,1000.0,Each,2020-05-21,"R40,000.00",2020-05-30,"R40,000",40000,40000.0,Gauteng - growth and development agency (ggda),PPE001 Surgical masks for patients,1.0,40.0,1000.0
556,11066,SOUTH AFRICAN NATIONAL SPACE AGENCY,PPE001 Surgical masks for patients,Sunga Group,0,575.0,10.0,Box of 50,2020-05-21,"R77,815.33",2021-11-03,"R5,750",5750,77815.33,South african national space agency,PPE001 Surgical masks for patients,50.0,11.5,500.0
557,11067,SOUTH AFRICAN NATIONAL SPACE AGENCY (SANSA),PPE001 Surgical masks for patients,Sunga Group,0,575.0,60.0,Box of 50,2020-05-21,"R34,500.00",,"R11,500",11500,34500.0,South african national space agency,PPE001 Surgical masks for patients,50.0,11.5,3000.0
558,11068,TRADE & INDUSTRY,PPE001 Surgical masks for patients,The Medicine Shop,0,360.0,10.0,Each,2020-05-21,"R3,150.00",2020-05-21,"R3,600",3600,3150.0,Trade & industry,PPE001 Surgical masks for patients,1.0,360.0,10.0
559,11069,TRADE & INDUSTRY,PPE001 Surgical masks for patients,The Medicine Shop,0,240.0,50.0,Each,2020-05-21,"R10,500.00",2020-05-21,"R12,000",12000,10500.0,Trade & industry,PPE001 Surgical masks for patients,1.0,240.0,50.0
560,11070,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,WALKING TALL TRADING & PROJECTS 99/TRADING AS SUCCINCT CONSULTING,Mask Surgical/medical,14.38,1000000.0,Each,2020-05-21,"R24,600.00",2020-05-15,"R14,375,000",14375000,24600.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,14.38,1000000.0
561,11071,INKOMATI CATCHMENT MANAGEMENT AGENCY,PPE003 Respirator mask,Mabo Trading,0,38.87,1000.0,Each,2020-05-21,"R38,870.00",2020-02-06,"R38,870",38870,38870.0,Inkomati catchment management agency,"respirator masks (FFP2, N95)",1.0,38.87,1000.0
562,11115,LIMPOPO TOURISM AGENCY,PPE017 2 Layer fabric cloth masks,302K EMPORIUM,0,22.0,240.0,Box of 50,2020-05-21,"R5,280.00",2020-08-06,"R5,280",5280,5280.0,Limpopo - tourism agency,cloth masks,50.0,0.44,12000.0
563,11116,MOGALE CITY LOCAL MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Lokwalo Trading,0,50.0,6500.0,Each,2020-05-21,"R325,000.00",2020-08-28,"R325,000",325000,325000.0,Mogale city local municipality,cloth masks,1.0,50.0,6500.0
564,11117,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,TRIPLE PEAKS COMMODITIES PTY LTD,0,24.85,2000.0,Each,2020-05-21,"R49,700.00",2020-12-06,"R49,700",49700,49700.0,All wcg departments,cloth masks,1.0,24.85,2000.0
565,11118,DENEL (PTY) LTD,PPE018 3 Layer fabric cloth masks,Atteridge Association for people with Disabilities,Cloth Mask,24.99,1200.0,Each,2020-05-21,"R29,988.00",,R0,0,29988.0,Denel,cloth masks,1.0,24.99,1200.0
566,11119,FILM AND PUBLICATION BOARD,PPE018 3 Layer fabric cloth masks,Ref Moloi Textile Consulting,0,20.0,5340.0,Each,2020-05-21,"R106,800.00",2020-07-08,"R106,800",106800,106800.0,Film and publication board,cloth masks,1.0,20.0,5340.0
567,11120,GAUTENG GROWTH AND DEVELOPMENT AGENCY (GGDA),PPE018 3 Layer fabric cloth masks,ABIA Industrial Supplies,3 ply Washable Cloth Mask,65.0,3000.0,Each,2020-05-21,"R195,000.00",2020-05-30,"R195,000",195000,195000.0,Gauteng - growth and development agency (ggda),cloth masks,1.0,65.0,3000.0
568,11121,JOHANESBURG ROADS AGENCY,PPE018 3 Layer fabric cloth masks,DNKM (Pty) Ltd,0,49.8,3500.0,Each,2020-05-21,"R174,300.00",2020-06-23,"R174,300",174300,174300.0,Johanesburg roads agency,cloth masks,1.0,49.8,3500.0
569,11122,MIDVAAL LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,VERTEX UPHOLSTERY,0,19.25,1000.0,Each,2020-05-21,"R19,250.00",2020-05-19,"R19,250",19250,19250.0,Midvaal local municipality,cloth masks,1.0,19.25,1000.0
570,11123,NATIONAL METROLOGY INSTITUTE OF SOUTH AFRICA,PPE018 3 Layer fabric cloth masks,Moorejoy Pty Ltd,0,19.0,400.0,Each,2020-05-21,"R7,600.00",2020-01-06,"R7,600",7600,7600.0,National metrology institute of south africa,cloth masks,1.0,19.0,400.0
